station,temperature,dew_point,pressure,wind_dir,wind_speed,visibility,rain
SBFL,20,4,1018,190,14,9999,0
SBFL,20,4,1018,190,13,9999,0
SBFL,19,2,1019,180,15,,0
SBFL,19,3,1019,210,12,,0
SBFL,18,2,1020,190,12,,0
SBFL,17,4,1019,180,5,,0
SBFL,15,6,1019,200,9,,0
SBFL,14,6,1018,160,5,,0
SBFL,12,5,1018,110,1,,0
SBFL,11,7,1017,VRB,1,,0
SBFL,13,6,1017,200,5,,0
SBFL,14,6,1016,210,5,,0
SBFL,14,6,1017,070,1,,0
SBFL,14,7,1017,240,3,,0
SBFL,16,5,1016,260,9,,0
SBFL,16,6,1016,260,7,,0
SBFL,17,5,1016,230,10,,0
SBFL,16,6,1016,250,8,,0
SBFL,18,5,1015,240,12,,0
SBFL,18,5,1015,240,12,,0
SBFL,18,5,1014,230,11,,0
SBFL,19,6,1013,220,12,9999,0
SBFL,19,7,1011,220,12,9999,0
SBFL,21,7,1009,220,11,9999,0
SBFL,23,7,1008,230,16,9999,0
SBFL,22,9,1007,230,12,9999,0
SBFL,23,12,1005,280,19,9999,0
SBFL,24,11,1005,290,19,9999,0
SBFL,24,12,1005,290,25,9999,0
SBFL,24,14,1005,280,15,9999,0
SBFL,25,13,1005,290,19,9999,0
SBFL,25,15,1005,300,19,9999,0
SBFL,23,14,1005,290,15,9999,0
SBFL,23,14,1005,290,15,9999,0
SBFL,22,14,1005,320,10,9999,0
SBFL,21,13,1005,320,12,9999,0
SBFL,20,14,1004,350,9,9999,0
SBFL,19,14,1005,330,10,,0
SBFL,19,16,1004,340,9,,0
SBFL,19,17,1005,340,12,,0
SBFL,18,17,1006,330,9,9999,0
SBFL,18,17,1006,330,6,9999,0
SBFL,18,17,1007,340,14,9999,0
SBFL,18,17,1007,360,9,,0
SBFL,18,17,1009,030,4,8000,1
SBFL,18,17,1010,350,6,3000,1
SBFL,18,17,1010,310,8,1500,1
SBFL,18,17,1011,280,8,3000,1
SBFL,18,17,1010,270,7,6000,1
SBFL,18,17,1010,270,7,6000,1
SBFL,18,17,1009,270,7,9999,0
SBFL,18,17,1009,270,7,9999,0
SBFL,18,17,1009,320,4,9999,0
SBFL,19,17,1009,340,4,9999,0
SBFL,19,17,1010,330,3,9999,0
SBFL,20,17,1010,030,3,9999,0
SBFL,20,17,1011,VRB,2,9999,0
SBFL,19,17,1011,100,5,9999,0
SBFL,19,17,1012,030,4,9999,0
SBFL,19,17,1012,330,6,9999,0
SBFL,20,17,1014,340,6,9999,0
SBFL,20,16,1015,340,5,9999,0
SBFL,19,16,1016,340,3,9999,0
SBFL,18,16,1017,350,4,8000,0
SBFL,18,16,1017,VRB,2,6000,0
SBFL,17,16,1017,280,3,8000,0
SBFL,17,15,1017,350,4,8000,0
SBFL,17,16,1017,010,3,9999,0
SBFL,17,15,1017,340,2,9999,0
SBFL,17,15,1017,VRB,2,9999,0
SBFL,17,15,1017,060,6,9999,0
SBFL,17,15,1018,140,8,9999,0
SBFL,17,15,1019,130,9,9999,0
SBFL,18,17,1019,160,5,9999,0
SBFL,18,16,1018,340,5,9999,0
SBFL,18,17,1018,340,7,9999,0
SBFL,18,17,1017,360,7,9999,0
SBFL,18,16,1017,350,7,,0
SBFL,18,16,1017,330,8,,0
SBFL,18,16,1017,330,8,,0
SBFL,19,16,1016,350,7,,0
SBFL,18,17,1017,320,5,,0
SBFL,20,17,1016,320,4,9999,0
SBFL,21,17,1016,330,8,9999,0
SBFL,23,17,1016,350,9,9999,0
SBFL,24,17,1016,350,10,9999,0
SBFL,24,17,1017,360,11,9999,0
SBFL,22,16,1017,340,13,,0
SBFL,22,17,1018,340,13,,0
SBFL,21,16,1019,330,11,,0
SBFL,20,16,1019,330,12,,0
SBFL,19,16,1019,330,10,9999,0
SBFL,17,16,1019,330,10,9999,0
SBFL,17,16,1018,340,11,9999,0
SBFL,17,16,1018,340,14,9999,0
SBFL,17,16,1017,330,11,9999,0
SBFL,17,17,1018,350,9,4000,0
SBFL,17,17,1018,340,9,2500,0
SBFL,17,17,1018,350,9,7000,0
SBFL,17,17,1018,350,8,9999,0
SBFL,17,17,1019,330,5,9999,0
SBFL,17,17,1019,360,6,9999,0
SBFL,17,17,1019,350,6,2500,0
SBFL,17,17,1019,320,4,3500,0
SBFL,17,17,1019,340,3,4000,0
SBFL,17,17,1019,340,3,2500,0
SBFL,17,17,1019,330,4,9999,0
SBFL,17,17,1019,330,4,9999,0
SBFL,17,17,1019,340,5,5000,0
SBFL,17,17,1019,010,4,5000,0
SBFL,17,17,1018,010,4,2000,0
SBFL,17,16,1019,340,4,1600,0
SBFL,17,16,1018,300,3,1600,0
SBFL,17,16,1018,290,3,2000,0
